Rank,Word,Is_Compound,Token_Count,Frequency_Score
975,bàn chân,True,1,5.31
976,bầu,False,1,5.3
977,chờ,False,1,5.3
978,hãng,False,1,5.3
979,lựa,False,1,5.3
980,mối,False,1,5.3
981,nga,False,1,5.3
982,núi,False,1,5.3
983,phận,False,1,5.3
984,phối,False,1,5.3
985,quán,False,1,5.3
986,sâu,False,1,5.3
987,thuyết,False,1,5.3
988,thừa,False,1,5.3
989,trương,False,1,5.3
990,vương,False,1,5.3
991,đăng,False,1,5.3
992,đảm,False,1,5.3
993,bài kiểm tra,True,2,5.3
994,kỹ sư,True,1,5.3
995,bại,False,1,5.29
996,hạng,False,1,5.29
997,khối,False,1,5.29
998,lao,False,1,5.29
999,mãi,False,1,5.29
1000,ngựa,False,1,5.29
1001,nuôi,False,1,5.29
1002,tai,False,1,5.29
1003,xong,False,1,5.29
1004,ơn,False,1,5.29
1005,nghiêm,False,1,5.28
1006,ngắn,False,1,5.28
1007,rượu,False,1,5.28
1008,tái,False,1,5.28
1009,vượt,False,1,5.28
1010,xung,False,1,5.28
1011,đổ,False,1,5.28
1012,ước,False,1,5.28
1013,chiếm,False,1,5.27
1014,chuyến,False,1,5.27
1015,mại,False,1,5.27
1016,nhờ,False,1,5.27
1017,thao,False,1,5.27
1018,trì,False,1,5.27
1019,ví,False,1,5.27
1020,vốn,False,1,5.27
1021,vời,False,1,5.27
1022,cận,False,1,5.26
1023,dựa,False,1,5.26
1024,khắc,False,1,5.26
1025,làng,False,1,5.26
1026,lắng,False,1,5.26
1027,mơ,False,1,5.26
1028,mời,False,1,5.26
1029,ngọc,False,1,5.26
1030,nhắc,False,1,5.26
1031,phù,False,1,5.26
1032,suất,False,1,5.26
1033,thiện,False,1,5.26
1034,thoát,False,1,5.26
1035,truy,False,1,5.26
1036,tầng,False,1,5.26
1037,tận,False,1,5.26
1038,tương lai,True,1,5.26
1039,bào,False,1,5.25
1040,cuốn,False,1,5.25
1041,lái,False,1,5.25
1042,ràng,False,1,5.25
1043,thịt,False,1,5.25
1044,truyện,False,1,5.25
1045,tải,False,1,5.25
1046,xanh,False,1,5.25
1047,chắc chắn,True,1,5.25
1048,cháu,False,1,5.24
1049,cà,False,1,5.24
1050,cứng,False,1,5.24
1051,john,False,1,5.24
1052,khúc,False,1,5.24
1053,lắm,False,1,5.24
1054,nóng,False,1,5.24
1055,phóng,False,1,5.24
1056,thiệu,False,1,5.24
1057,trưng,False,1,5.24
1058,tĩnh,False,1,5.24
1059,video,False,1,5.24
1060,xét,False,1,5.24
1061,ánh,False,1,5.24
1062,đích,False,1,5.24
1063,buộc,False,1,5.23
1064,bây,False,1,5.23
1065,dụ,False,1,5.23
1066,giấy,False,1,5.23
1067,hùng,False,1,5.23
1068,hưng,False,1,5.23
1069,khăn,False,1,5.23
1070,ly,False,1,5.23
1071,phí,False,1,5.23
1072,phường,False,1,5.23
1073,phật,False,1,5.23
1074,siêu,False,1,5.23
1075,soát,False,1,5.23
1076,sóng,False,1,5.23
1077,thí,False,1,5.23
1078,trùng,False,1,5.23
1079,trừ,False,1,5.23
1080,tóc,False,1,5.23
1081,tạp,False,1,5.23
1082,tồn,False,1,5.23
1083,xấu,False,1,5.23
1084,đương,False,1,5.23
1085,đấy,False,1,5.23
1086,chào,False,1,5.22
1087,hàm,False,1,5.22
1088,liệt,False,1,5.22
1089,lạnh,False,1,5.22
1090,mái,False,1,5.22
1091,thận,False,1,5.22
1092,trụ,False,1,5.22
1093,tu,False,1,5.22
1094,đột,False,1,5.22
1095,and,False,1,5.21
1096,chàng,False,1,5.21
1097,chăm,False,1,5.21
1098,dần,False,1,5.21
1099,góp,False,1,5.21
1100,lão,False,1,5.21
1101,lược,False,1,5.21
1102,lục,False,1,5.21
1103,ngân,False,1,5.21
1104,ngôn,False,1,5.21
1105,ngươi,False,1,5.21
1106,rời,False,1,5.21
1107,túi,False,1,5.21
1108,tường,False,1,5.21
1109,miệng,False,1,5.2
1110,rừng,False,1,5.2
1111,sứ,False,1,5.2
1112,sửa,False,1,5.2
1113,điển,False,1,5.2
1114,ương,False,1,5.2
1115,suy nghĩ,True,1,5.2
1116,khỏe mạnh,True,2,5.2
1117,cường,False,1,5.19
1118,họa,False,1,5.19
1119,hủy,False,1,5.19
1120,nhiêu,False,1,5.19
1121,phê,False,1,5.19
1122,rút,False,1,5.19
1123,thụ,False,1,5.19
1124,vĩnh,False,1,5.19
1125,xứ,False,1,5.19
1126,ích,False,1,5.19
1127,đoán,False,1,5.19
1128,hỗ trợ,True,1,5.19
1129,lái xe,True,1,5.19
1130,kê,False,1,5.18
1131,mừng,False,1,5.18
1132,tông,False,1,5.18
1133,tầm,False,1,5.18
1134,tỏ,False,1,5.18
1135,vườn,False,1,5.18
1136,xương,False,1,5.18
1137,đạn,False,1,5.18
1138,đứa,False,1,5.18
1139,siêu thị,True,1,5.18
1140,sức khỏe,True,2,5.18
1141,bữa,False,1,5.17
1142,chúc,False,1,5.17
1143,hẳn,False,1,5.17
1144,kháng,False,1,5.17
1145,loài,False,1,5.17
1146,loạn,False,1,5.17
1147,nhiễm,False,1,5.17
1148,sa,False,1,5.17
1149,võ,False,1,5.17
1150,vết,False,1,5.17
1151,xúc,False,1,5.17
1152,đỡ,False,1,5.17
1153,quần áo,True,1,5.17
1154,buồn,False,1,5.16
1155,chim,False,1,5.16
1156,chu,False,1,5.16
1157,chữa,False,1,5.16
1158,cưới,False,1,5.16
1159,diệt,False,1,5.16
1160,dõi,False,1,5.16
1161,giản,False,1,5.16
1162,gắng,False,1,5.16
1163,hề,False,1,5.16
1164,lính,False,1,5.16
1165,mùi,False,1,5.16
1166,quên,False,1,5.16
1167,rơi,False,1,5.16
1168,sàng,False,1,5.16
1169,sóc,False,1,5.16
1170,sạch,False,1,5.16
1171,thôn,False,1,5.16
1172,tạm,False,1,5.16
1173,tả,False,1,5.16
1174,tấm,False,1,5.16
1175,đám,False,1,5.16
1176,nguy hiểm,True,1,5.16
1177,chỉnh,False,1,5.15
1178,dầu,False,1,5.15
1179,hộp,False,1,5.15
1180,kì,False,1,5.15
1181,nổ,False,1,5.15
1182,thỏa,False,1,5.15
1183,thờ,False,1,5.15
1184,vinh,False,1,5.15
1185,vân,False,1,5.15
1186,web,False,1,5.15
1187,đón,False,1,5.15
1188,đợi,False,1,5.15
1189,ngân hàng,True,1,5.15
1190,trái tim,True,1,5.15
1191,bày,False,1,5.14
1192,bụng,False,1,5.14
1193,hồn,False,1,5.14
1194,loạt,False,1,5.14
1195,lành,False,1,5.14
1196,nâng,False,1,5.14
1197,rối,False,1,5.14
1198,sắt,False,1,5.14
1199,tam,False,1,5.14
1200,đẩy,False,1,5.14
1201,sạch sẽ,True,1,5.14
1202,bạch,False,1,5.13
1203,chó,False,1,5.13
1204,cơn,False,1,5.13
1205,lượt,False,1,5.13
1206,lối,False,1,5.13
1207,nỗi,False,1,5.13
1208,nửa,False,1,5.13
1209,thăm,False,1,5.13
1210,trải,False,1,5.13
1211,tá,False,1,5.13
1212,rõ ràng,True,1,5.13
1213,nhà thờ,True,1,5.13
1214,bầu trời,True,1,5.13
1215,chóng,False,1,5.12
1216,game,False,1,5.12
1217,khắp,False,1,5.12
1218,khủng,False,1,5.12
1219,mắc,False,1,5.12
1220,new,False,1,5.12
1221,nguyện,False,1,5.12
1222,ngũ,False,1,5.12
1223,nắm,False,1,5.12
1224,quà,False,1,5.12
1225,thuê,False,1,5.12
1226,thập,False,1,5.12
1227,đậu,False,1,5.12
1228,giúp đỡ,True,1,5.12
1229,lạnh giá,True,2,5.12
1230,bom,False,1,5.11
1231,bạc,False,1,5.11
1232,dừng,False,1,5.11
1233,khánh,False,1,5.11
1234,ko,False,1,5.11
1235,màn,False,1,5.11
1236,mộ,False,1,5.11
1237,ngược,False,1,5.11
1238,nợ,False,1,5.11
1239,thổ,False,1,5.11
1240,tiện,False,1,5.11
1241,triều,False,1,5.11
1242,tắm,False,1,5.11
1243,vợ chồng,True,1,5.11
1244,bãi,False,1,5.1
1245,chùa,False,1,5.1
1246,chảy,False,1,5.1
1247,già,False,1,5.1
1248,hảo,False,1,5.1
1249,lông,False,1,5.1
1250,ngừng,False,1,5.1
1251,of,False,1,5.1
1252,sung,False,1,5.1
1253,thác,False,1,5.1
1254,uy,False,1,5.1
1255,ẩm,False,1,5.1
1256,bọn,False,1,5.09
1257,bốn,False,1,5.09
1258,chặt,False,1,5.09
1259,cát,False,1,5.09
1260,hút,False,1,5.09
1261,liền,False,1,5.09
1262,não,False,1,5.09
1263,trại,False,1,5.09
1264,tù,False,1,5.09
1265,tắt,False,1,5.09
1266,đà,False,1,5.09
1267,đơn giản,True,1,5.09
1268,bậc,False,1,5.08
1269,giáp,False,1,5.08
1270,mực,False,1,5.08
1271,no,False,1,5.08
1272,thọ,False,1,5.08
1273,tắc,False,1,5.08
1274,website,False,1,5.08
1275,xinh,False,1,5.08
1276,đèn,False,1,5.08
1277,đỉnh,False,1,5.08
1278,ẩn,False,1,5.08
1279,bữa sáng,True,2,5.08
1280,bang,False,1,5.07
1281,chậm,False,1,5.07
1282,chụp,False,1,5.07
1283,hoá,False,1,5.07
1284,hài,False,1,5.07
1285,hào,False,1,5.07
1286,hẹn,False,1,5.07
1287,ngàn,False,1,5.07
1288,săn,False,1,5.07
1289,sổ,False,1,5.07
1290,thang,False,1,5.07
1291,thước,False,1,5.07
1292,thở,False,1,5.07
1293,tặng,False,1,5.07
1294,tờ,False,1,5.07
1295,vũ trụ,True,1,5.07
1296,bữa tối,True,2,5.07
1297,can,False,1,5.06
1298,cháy,False,1,5.06
1299,giành,False,1,5.06
1300,gà,False,1,5.06
1301,hổ,False,1,5.06
1302,khiển,False,1,5.06
1303,khổ,False,1,5.06
1304,kênh,False,1,5.06
1305,mệnh,False,1,5.06
1306,nghề,False,1,5.06
1307,phái,False,1,5.06
1308,thù,False,1,5.06
1309,thạch,False,1,5.06
1310,trấn,False,1,5.06
1311,tùy,False,1,5.06
1312,đẳng,False,1,5.06
1313,đế,False,1,5.06
1314,thất bại,True,1,5.06
1315,tiền bạc,True,1,5.06
1316,hè,False,1,5.05
1317,lưng,False,1,5.05
1318,mạc,False,1,5.05
1319,quê,False,1,5.05
1320,tan,False,1,5.05
1321,thuyền,False,1,5.05
1322,trào,False,1,5.05
1323,trông,False,1,5.05
1324,tô,False,1,5.05
1325,đệ,False,1,5.05
1326,hạnh phúc,True,1,5.05
1327,phương tiện,True,1,5.05
1328,cải thiện,True,1,5.05
1329,bờ,False,1,5.04
1330,dàng,False,1,5.04
1331,dậy,False,1,5.04
1332,dị,False,1,5.04
1333,dọa,False,1,5.04
1334,gắn,False,1,5.04
1335,lỗ,False,1,5.04
1336,mê,False,1,5.04
1337,mười,False,1,5.04
1338,mắn,False,1,5.04
1339,phiếu,False,1,5.04
1340,quỹ,False,1,5.04
1341,trữ,False,1,5.04
1342,đo,False,1,5.04
1343,ưu,False,1,5.04
1344,bò,False,1,5.03
1345,bật,False,1,5.03
1346,giường,False,1,5.03
1347,kêu,False,1,5.03
1348,mũi,False,1,5.03
1349,ngô,False,1,5.03
1350,thẩm,False,1,5.03
1351,vĩ,False,1,5.03
1352,đáp,False,1,5.03
1353,sắp xếp,True,1,5.03
1354,cẩn,False,1,5.02
1355,cặp,False,1,5.02
1356,dao,False,1,5.02
1357,hấp,False,1,5.02
1358,hỏng,False,1,5.02
1359,khoản,False,1,5.02
1360,lộc,False,1,5.02
1361,mệt,False,1,5.02
1362,thăng,False,1,5.02
1363,địch,False,1,5.02
1364,bình đẳng,True,1,5.02
1365,bề,False,1,5.01
1366,chạm,False,1,5.01
1367,chặn,False,1,5.01
1368,cương,False,1,5.01
1369,dưỡng,False,1,5.01
1370,dạ,False,1,5.01
1371,gió,False,1,5.01
1372,giỏi,False,1,5.01
1373,hỏa,False,1,5.01
1374,lẫn,False,1,5.01
1375,sáu,False,1,5.01
1376,tệ,False,1,5.01
1377,bồ,False,1,5.0
1378,che,False,1,5.0
1379,giấc,False,1,5.0
1380,họp,False,1,5.0
1381,hứng,False,1,5.0
1382,lí,False,1,5.0
1383,mày,False,1,5.0
1384,trồng,False,1,5.0
1385,tán,False,1,5.0
1386,tổn,False,1,5.0
1387,cam,False,1,4.99
1388,dám,False,1,4.99
1389,ga,False,1,4.99
1390,ghế,False,1,4.99
1391,giây,False,1,4.99
1392,giọng,False,1,4.99
1393,gỗ,False,1,4.99
1394,khám,False,1,4.99
1395,miễn,False,1,4.99
1396,ngang,False,1,4.99
1397,nhẹ,False,1,4.99
1398,nỗ,False,1,4.99
1399,thiệt,False,1,4.99
1400,thua,False,1,4.99
1401,tri,False,1,4.99
1402,tỉ,False,1,4.99
1403,viễn,False,1,4.99
1404,vỡ,False,1,4.99
1405,york,False,1,4.99
1406,ác,False,1,4.99
1407,ống,False,1,4.99
1408,nóng bức,True,2,4.99
1409,bi,False,1,4.98
1410,giảng,False,1,4.98
1411,hoang,False,1,4.98
1412,huyền,False,1,4.98
1413,huấn,False,1,4.98
1414,mông,False,1,4.98
1415,mưa,False,1,4.98
1416,niềm,False,1,4.98
1417,tàn,False,1,4.98
1418,đuổi,False,1,4.98
1419,đỗ,False,1,4.98
1420,nhà ga,True,1,4.98
1421,nông thôn,True,1,4.98
1422,bá,False,1,4.97
1423,cổng,False,1,4.97
1424,cờ,False,1,4.97
1425,ha,False,1,4.97
1426,khô,False,1,4.97
1427,lầm,False,1,4.97
1428,phức,False,1,4.97
1429,trục,False,1,4.97
1430,usd,False,1,4.97
1431,xâm,False,1,4.97
1432,ủng,False,1,4.97
1433,bè,False,1,4.96
1434,city,False,1,4.96
1435,cân,False,1,4.96
1436,cấm,False,1,4.96
1437,huynh,False,1,4.96
1438,hứa,False,1,4.96
1439,kho,False,1,4.96
1440,kịch,False,1,4.96
1441,on,False,1,4.96
1442,phan,False,1,4.96
1443,phạt,False,1,4.96
1444,sài,False,1,4.96
1445,sạn,False,1,4.96
1446,thoải,False,1,4.96
1447,tung,False,1,4.96
1448,tần,False,1,4.96
1449,vẽ,False,1,4.96
1450,bi quan,True,1,4.96
1451,kích thước,True,1,4.96
1452,trải nghiệm,True,1,4.96
1453,bối,False,1,4.95
1454,canh,False,1,4.95
1455,góc,False,1,4.95
1456,hiến,False,1,4.95
1457,nhu,False,1,4.95
1458,phán,False,1,4.95
1459,răng,False,1,4.95
1460,tháp,False,1,4.95
1461,top,False,1,4.95
1462,trú,False,1,4.95
1463,trăm,False,1,4.95
1464,trống,False,1,4.95
1465,túc,False,1,4.95
1466,xưa,False,1,4.95
1467,phòng khám,True,1,4.95
1468,bờ biển,True,2,4.95
1469,biện,False,1,4.94
1470,chối,False,1,4.94
1471,chợ,False,1,4.94
1472,khán,False,1,4.94
1473,lặng,False,1,4.94
1474,phu,False,1,4.94
1475,xu,False,1,4.94
1476,đai,False,1,4.94
1477,đập,False,1,4.94
1478,đốt,False,1,4.94
1479,bạn bè,True,1,4.94
1480,mắt mũi,True,2,4.94
1481,tai miệng,True,2,4.94
1482,bão,False,1,4.93
1483,chuột,False,1,4.93
1484,chấm,False,1,4.93
1485,cốt,False,1,4.93
1486,gòn,False,1,4.93
1487,james,False,1,4.93
1488,khóc,False,1,4.93
1489,loan,False,1,4.93
1490,lãng,False,1,4.93
1491,lăng,False,1,4.93
1492,lưới,False,1,4.93
1493,mẽ,False,1,4.93
1494,nhắn,False,1,4.93
1495,ném,False,1,4.93
1496,pha,False,1,4.93
1497,thảm,False,1,4.93
1498,tròn,False,1,4.93
1499,trứng,False,1,4.93
1500,tứ,False,1,4.93
1501,vạn,False,1,4.93
1502,đinh,False,1,4.93
1503,từ chối,True,1,4.93
1504,bơi,False,1,4.92
1505,cỏ,False,1,4.92
1506,dĩ,False,1,4.92
1507,gấp,False,1,4.92
1508,lui,False,1,4.92
1509,ngọt,False,1,4.92
1510,nhảy,False,1,4.92
1511,thai,False,1,4.92
1512,thuế,False,1,4.92
1513,thẻ,False,1,4.92
1514,trốn,False,1,4.92
1515,tọa,False,1,4.92
1516,tụ,False,1,4.92
1517,vỏ,False,1,4.92
1518,đe,False,1,4.92
1519,điệu,False,1,4.92
1520,đua,False,1,4.92
1521,tàu hỏa,True,2,4.92
1522,bạo,False,1,4.91
1523,cup,False,1,4.91
1524,cản,False,1,4.91
1525,dũng,False,1,4.91
1526,dư,False,1,4.91
1527,giàu,False,1,4.91
1528,giày,False,1,4.91
1529,hô,False,1,4.91
1530,hư,False,1,4.91
1531,khấu,False,1,4.91
1532,lam,False,1,4.91
1533,mi,False,1,4.91
1534,mãn,False,1,4.91
1535,phước,False,1,4.91
1536,rãi,False,1,4.91
1537,vong,False,1,4.91
1538,đền,False,1,4.91
1539,tin nhắn,True,2,4.91
1540,chừng,False,1,4.9
1541,dặm,False,1,4.9
1542,internet,False,1,4.9
1543,khuyên,False,1,4.9
1544,kịp,False,1,4.9
1545,mảnh,False,1,4.9
1546,ngực,False,1,4.9
1547,rác,False,1,4.9
1548,tha,False,1,4.9
1549,thả,False,1,4.9
1550,tiệc,False,1,4.9
1551,treo,False,1,4.9
1552,tách,False,1,4.9
1553,tống,False,1,4.9
1554,ung,False,1,4.9
1555,đuôi,False,1,4.9
1556,đòi,False,1,4.9
1557,bám,False,1,4.89
1558,dày,False,1,4.89
1559,hiển,False,1,4.89
1560,kg,False,1,4.89
1561,lang,False,1,4.89
1562,ngã,False,1,4.89
1563,rửa,False,1,4.89
1564,thịnh,False,1,4.89
1565,đĩa,False,1,4.89
1566,đồn,False,1,4.89
1567,khám phá,True,1,4.89
1568,buôn,False,1,4.88
1569,chánh,False,1,4.88
1570,cựu,False,1,4.88
1571,km,False,1,4.88
1572,kém,False,1,4.88
1573,phỏng,False,1,4.88
1574,trà,False,1,4.88
1575,you,False,1,4.88
1576,ép,False,1,4.88
1577,úc,False,1,4.88
1578,điệp,False,1,4.88
1579,ấm,False,1,4.88
1580,ốc,False,1,4.88
1581,sửa chữa,True,1,4.88
1582,bảy,False,1,4.87
1583,chuỗi,False,1,4.87
1584,căng,False,1,4.87
1585,dinh,False,1,4.87
1586,dính,False,1,4.87
1587,hoài,False,1,4.87
1588,lôi,False,1,4.87
1589,michael,False,1,4.87
1590,nhánh,False,1,4.87
1591,tháo,False,1,4.87
1592,thằng,False,1,4.87
1593,tiếc,False,1,4.87
1594,trích,False,1,4.87
1595,tảng,False,1,4.87
1596,world,False,1,4.87
1597,xứng,False,1,4.87
1598,đựng,False,1,4.87
1599,ảo,False,1,4.87
1600,đồ ngọt,True,2,4.87
1601,cỡ,False,1,4.86
1602,hiếm,False,1,4.86
1603,hiếu,False,1,4.86
1604,hầm,False,1,4.86
1605,lào,False,1,4.86
1606,mộc,False,1,4.86
1607,tùng,False,1,4.86
1608,vé,False,1,4.86
1609,khách sạn,True,1,4.86
1610,bia,False,1,4.85
1611,chấn,False,1,4.85
1612,cú,False,1,4.85
1613,cất,False,1,4.85
1614,cột,False,1,4.85
1615,david,False,1,4.85
1616,dược,False,1,4.85
1617,gan,False,1,4.85
1618,giận,False,1,4.85
1619,hoà,False,1,4.85
1620,hung,False,1,4.85
1621,man,False,1,4.85
1622,mau,False,1,4.85
1623,mát,False,1,4.85
1624,mưu,False,1,4.85
1625,thuần,False,1,4.85
1626,thợ,False,1,4.85
1627,trăng,False,1,4.85
1628,ám,False,1,4.85
1629,đợt,False,1,4.85
1630,chín,False,1,4.84
1631,cán,False,1,4.84
1632,cảng,False,1,4.84
1633,http,False,1,4.84
1634,san,False,1,4.84
1635,sót,False,1,4.84
1636,trạm,False,1,4.84
1637,tước,False,1,4.84
1638,ái,False,1,4.84
1639,đeo,False,1,4.84
1640,đàm,False,1,4.84
1641,thịt gà,True,2,4.84
1642,giấy tờ,True,1,4.84
1643,bẩn,False,1,4.83
1644,bếp,False,1,4.83
1645,cướp,False,1,4.83
1646,dọc,False,1,4.83
1647,gương,False,1,4.83
1648,is,False,1,4.83
1649,lô,False,1,4.83
1650,non,False,1,4.83
1651,thiểu,False,1,4.83
1652,thách,False,1,4.83
1653,trinh,False,1,4.83
1654,trúng,False,1,4.83
1655,tàng,False,1,4.83
1656,tựa,False,1,4.83
1657,van,False,1,4.83
1658,ân,False,1,4.83
1659,điền,False,1,4.83
1660,thịt bò,True,2,4.83
1661,bến,False,1,4.82
1662,cai,False,1,4.82
1663,chủng,False,1,4.82
1664,dàn,False,1,4.82
1665,dứt,False,1,4.82
1666,hi,False,1,4.82
1667,huyết,False,1,4.82
1668,huế,False,1,4.82
1669,ii,False,1,4.82
1670,khổng,False,1,4.82
1671,kiên,False,1,4.82
1672,miếng,False,1,4.82
1673,ngạc,False,1,4.82
1674,ngọn,False,1,4.82
1675,nhi,False,1,4.82
1676,sẻ,False,1,4.82
1677,tuyết,False,1,4.82
1678,mặt trăng,True,2,4.82
1679,bát,False,1,4.81
1680,bột,False,1,4.81
1681,chinh,False,1,4.81
1682,cốc,False,1,4.81
1683,giam,False,1,4.81
1684,khuyến,False,1,4.81
1685,kệ,False,1,4.81
1686,lũ,False,1,4.81
1687,lừa,False,1,4.81
1688,me,False,1,4.81
1689,nghèo,False,1,4.81
1690,ngón,False,1,4.81
1691,ngơi,False,1,4.81
1692,ngại,False,1,4.81
1693,nấu,False,1,4.81
1694,park,False,1,4.81
1695,say,False,1,4.81
1696,than,False,1,4.81
1697,tuấn,False,1,4.81
1698,bảo tàng,True,1,4.81
1699,thợ điện,True,2,4.81
1700,chở,False,1,4.8
1701,cãi,False,1,4.8
1702,george,False,1,4.8
1703,ho,False,1,4.8
1704,hán,False,1,4.8
1705,hỗn,False,1,4.8
1706,khuôn,False,1,4.8
1707,kèm,False,1,4.8
1708,nhẫn,False,1,4.8
1709,singapore,False,1,4.8
1710,sánh,False,1,4.8
1711,sữa,False,1,4.8
1712,thiền,False,1,4.8
1713,thùng,False,1,4.8
1714,trưa,False,1,4.8
1715,xóa,False,1,4.8
1716,bến xe,True,1,4.8
1717,sa mạc,True,1,4.8
1718,duyệt,False,1,4.79
1719,dường,False,1,4.79
1720,hang,False,1,4.79
1721,hoan,False,1,4.79
1722,mèo,False,1,4.79
1723,móc,False,1,4.79
1724,phiền,False,1,4.79
1725,pháo,False,1,4.79
1726,soạn,False,1,4.79
1727,thám,False,1,4.79
1728,tú,False,1,4.79
1729,ôm,False,1,4.79
1730,xe ô tô,True,2,4.79
1731,chán,False,1,4.78
1732,cụm,False,1,4.78
1733,giãn,False,1,4.78
1734,hòn,False,1,4.78
1735,hối,False,1,4.78
1736,luân,False,1,4.78
1737,lát,False,1,4.78
1738,mạn,False,1,4.78
1739,mồi,False,1,4.78
1740,rắn,False,1,4.78
1741,sỹ,False,1,4.78
1742,thải,False,1,4.78
1743,viêm,False,1,4.78
1744,hang động,True,1,4.78
1745,ấm áp,True,2,4.78
1746,phức tạp,True,1,4.78
1747,bách,False,1,4.77
1748,co,False,1,4.77
1749,dã,False,1,4.77
1750,hằng,False,1,4.77
1751,khái,False,1,4.77
1752,phẫu,False,1,4.77
1753,trầm,False,1,4.77
1754,trộm,False,1,4.77
1755,xưởng,False,1,4.77
1756,đan,False,1,4.77
1757,ức,False,1,4.77
1758,bận,False,1,4.76
1759,chai,False,1,4.76
1760,chiêu,False,1,4.76
1761,chăn,False,1,4.76
1762,côn,False,1,4.76
1763,cẩm,False,1,4.76
1764,de,False,1,4.76
1765,khẳng,False,1,4.76
1766,kín,False,1,4.76
1767,liều,False,1,4.76
1768,mm,False,1,4.76
1769,my,False,1,4.76
1770,nho,False,1,4.76
1771,nô,False,1,4.76
1772,quyển,False,1,4.76
1773,rau,False,1,4.76
1774,tia,False,1,4.76
1775,tiêm,False,1,4.76
1776,windows,False,1,4.76
1777,úy,False,1,4.76
1778,quán cà phê,True,2,4.76
1779,thợ may,True,2,4.76
1780,chìm,False,1,4.75
1781,cám,False,1,4.75
1782,for,False,1,4.75
1783,khung,False,1,4.75
1784,khát,False,1,4.75
1785,kĩ,False,1,4.75
1786,malaysia,False,1,4.75
1787,muối,False,1,4.75
1788,màng,False,1,4.75
1789,mộng,False,1,4.75
1790,thép,False,1,4.75
1791,thụy,False,1,4.75
1792,tour,False,1,4.75
1793,tuân,False,1,4.75
1794,tám,False,1,4.75
1795,táo,False,1,4.75
1796,tốn,False,1,4.75
1797,vững,False,1,4.75
1798,xạ,False,1,4.75
1799,bông,False,1,4.74
1800,cửu,False,1,4.74
1801,dâm,False,1,4.74
1802,hoảng,False,1,4.74
1803,khoan,False,1,4.74
1804,khôi,False,1,4.74
1805,khẩn,False,1,4.74
1806,leo,False,1,4.74
1807,lưỡi,False,1,4.74
1808,lồ,False,1,4.74
1809,mạo,False,1,4.74
1810,nhuận,False,1,4.74
1811,nhị,False,1,4.74
1812,sàn,False,1,4.74
1813,túy,False,1,4.74
1814,đầm,False,1,4.74
1815,album,False,1,4.73
1816,bùi,False,1,4.73
1817,google,False,1,4.73
1818,khoáng,False,1,4.73
1819,khuẩn,False,1,4.73
1820,khích,False,1,4.73
1821,khứ,False,1,4.73
1822,kiều,False,1,4.73
1823,lẻ,False,1,4.73
1824,lọc,False,1,4.73
1825,paris,False,1,4.73
1826,peter,False,1,4.73
1827,trôi,False,1,4.73
1828,trượt,False,1,4.73
1829,vuông,False,1,4.73
1830,xá,False,1,4.73
1831,ơi,False,1,4.73
1832,bụi,False,1,4.72
1833,chép,False,1,4.72
1834,duyên,False,1,4.72
1835,gián,False,1,4.72
1836,men,False,1,4.72
1837,mây,False,1,4.72
1838,mù,False,1,4.72
1839,quỷ,False,1,4.72
1840,sợi,False,1,4.72
1841,tao,False,1,4.72
1842,tủ,False,1,4.72
1843,vây,False,1,4.72
1844,đặng,False,1,4.72
1845,chư,False,1,4.71
1846,chả,False,1,4.71
1847,dọn,False,1,4.71
1848,hẹp,False,1,4.71
1849,kem,False,1,4.71
1850,kiệt,False,1,4.71
1851,lân,False,1,4.71
1852,lồng,False,1,4.71
1853,muộn,False,1,4.71
1854,mì,False,1,4.71
1855,nguyệt,False,1,4.71
1856,ngầm,False,1,4.71
1857,nét,False,1,4.71
1858,nấm,False,1,4.71
1859,phe,False,1,4.71
1860,quái,False,1,4.71
1861,tiềm,False,1,4.71
1862,trịnh,False,1,4.71
1863,vội,False,1,4.71
1864,đoạt,False,1,4.71
1865,đói,False,1,4.71
1866,quá khứ,True,1,4.71
1867,bỉ,False,1,4.7
1868,gói,False,1,4.7
1869,hiền,False,1,4.7
1870,lỏng,False,1,4.7
1871,ngắm,False,1,4.7
1872,rồng,False,1,4.7
1873,su,False,1,4.7
1874,tang,False,1,4.7
1875,thạnh,False,1,4.7
1876,xoay,False,1,4.7
1877,đằng,False,1,4.7
1878,ngọn núi,True,2,4.7
1879,núi non,True,1,4.7
1880,bồi,False,1,4.69
1881,canada,False,1,4.69
1882,dáng,False,1,4.69
1883,ghé,False,1,4.69
1884,giáng,False,1,4.69
1885,league,False,1,4.69
1886,lãm,False,1,4.69
1887,mến,False,1,4.69
1888,na,False,1,4.69
1889,nhãn,False,1,4.69
1890,nhượng,False,1,4.69
1891,nút,False,1,4.69
1892,nướng,False,1,4.69
1893,sốt,False,1,4.69
1894,thưa,False,1,4.69
1895,tv,False,1,4.69
1896,tươi,False,1,4.69
1897,ven,False,1,4.69
1898,xô,False,1,4.69
1899,ôn,False,1,4.69
1900,mưa gió,True,1,4.69
1901,by,False,1,4.68
1902,bút,False,1,4.68
1903,dạo,False,1,4.68
1904,it,False,1,4.68
1905,khen,False,1,4.68
1906,khôn,False,1,4.68
1907,kí,False,1,4.68
1908,lắp,False,1,4.68
1909,mồ,False,1,4.68
1910,nhấn,False,1,4.68
1911,paul,False,1,4.68
1912,tạ,False,1,4.68
1913,vang,False,1,4.68
1914,vú,False,1,4.68
